im_id,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,visual,gt
COCO_train2014_000000143874.jpg,gastropods,gastropod,cassiopeia,eastwood,basswoods,cesspool,reshipped,eastwards,claustrophobia,bestrode,web,gastropod
COCO_train2014_000000143921.jpg,awe,dive,owe,ave,jove,nrc,due,dye,avg,mvp,streetcar,dvf
COCO_train2014_000000144091.jpg,removal,manorial,rhomboidal,handrail,hangnail,mandrill,remount,immoral,memorial,normandy,minibus,national
COCO_train2014_000000144620.jpg,story,stay,stop,savory,history,effort,priory,estuary,stow,gregory,park,story
COCO_train2014_000000144703.jpg,60,sv,loyd,50,levi,sw,tv,so,eu,ism,refrigerator,5haro
COCO_train2014_000000144831.jpg,x,ix,n,iv,33,r,bc,k,y,w,airliner,easyjet
COCO_train2014_000000144994.jpg,tetra,vera,terra,serra,berra,tara,petra,ezra,feta,cara,streetcar,brita
COCO_train2014_000000145178.jpg,peace,pesce,place,pence,presage,pierce,pac,piece,pekoe,peach,abaya,peace
COCO_train2014_000000145411.jpg,omicron,amazon,ovation,dungeon,overjoy,onion,emblazon,quinton,bonbon,andiron,street,overshow
COCO_train2014_000000145748.jpg,x,a,14,22,2c,25,yr,28,34,ph,wing,nc
COCO_train2014_000000145767.jpg,lome,lone,zone,bone,pone,tone,rome,tome,some,cone,china,one
COCO_train2014_000000145989.jpg,russ,racy,rangy,razz,rags,rasp,rust,rousts,raise,rosy,freight,bnsf
COCO_train2014_000000146274.jpg,deep,beep,depp,veep,seep,okapi,osco,creep,jeep,grep,grocery,deep
COCO_train2014_000000146420.jpg,a,xe,ff,il,k,fl,r,xl,4,l,racket,a
COCO_train2014_000000146786.jpg,stop,stops,stoop,top,gop,sop,stoic,store,slop,fop,forklift,stop
COCO_train2014_000000146861.jpg,cussing,custard,gussied,asap,gushed,gland,ossify,cussed,absurd,assisi,gondola,lv38332
COCO_train2014_000000147073.jpg,dengue,lilongwe,hangup,tongue,remove,annoys,lungful,limeys,manque,tungus,lifeboat,remove
COCO_train2014_000000147091.jpg,bowlegged,bulges,coalesces,advisors,buzzers,bootlegged,buzzes,indulgences,bulged,faucets,moped,ga
COCO_train2014_000000147122.jpg,bistro,castro,basho,pietro,aggro,biro,atishoo,afro,hetero,eliseo,microwave,bistro
COCO_train2014_000000147314.jpg,6,5,8,s,3,o,0,g,83,9,wall,5
COCO_train2014_000000147371.jpg,pentathlon,revitalization,pentathlons,revelations,tenterhook,totalities,revitalized,contentions,pantechnicon,triathlon,parachute,tictintero
COCO_train2014_000000147444.jpg,vg,tues,iva,we,juice,us,lug,jugs,iud,tuck,soccer,uc
COCO_train2014_000000147839.jpg,dar,one,dab,oas,dag,dna,orr,oaf,dai,ont,garbage,daf
COCO_train2014_000000148205.jpg,ks,mass,xs,ukase,kg,kass,nasa,lhasa,hasp,ress,jeep,x43
COCO_train2014_000000148267.jpg,wii,will,xviii,wit,wilt,xxiii,wk,viii,wiz,win,washer,wii
COCO_train2014_000000148306.jpg,warn,water,warp,inner,mfr,weer,wart,inaner,war,waxen,traffic,walk
COCO_train2014_000000148366.jpg,ul,zzz,212,il,222,jd,ll,zn,2th,lii,palace,open
COCO_train2014_000000148554.jpg,capitol,capital,captor,geritol,caption,cartel,certify,cavity,captive,carlton,street,capitol
COCO_train2014_000000148703.jpg,e,3,2,f,1,7,i,8,4,g,street,martial
COCO_train2014_000000148828.jpg,sq,sc,ss,33,99,sqq,88,sa,is,sos,boxer,harley
COCO_train2014_000000148965.jpg,half,halt,hall,hajj,exalt,shalt,kali,malt,hat,hals,vacuum,half
COCO_train2014_000000149085.jpg,b,8,a,ia,6,e,io,d,iq,c,parachute,windweather
COCO_train2014_000000149086.jpg,iq,12,19,ie,10,io,17,ta,14,e,oscilloscope,mule
COCO_train2014_000000149095.jpg,turnoff,garrote,cypriots,europe,gyrate,outvote,gypper,wrote,evaporate,nyerere,knee,myprofe
COCO_train2014_000000149388.jpg,zr,jr,yr,ir,t,jp,zn,zit,tr,lr,ballplayer,up
COCO_train2014_000000149739.jpg,9,j,3,g,7,s,4,si,sj,8,ballplayer,4
COCO_train2014_000000149755.jpg,sars,sara,narcs,agra,mri,narc,scared,arc,naked,aura,motor,astro
COCO_train2014_000000149774.jpg,ko,to,jo,ho,no,lo,yo,ra,io,po,racket,o
COCO_train2014_000000149833.jpg,311,212,il,ii,zit,1,al,911,ll,111,passenger,2
COCO_train2014_000000149849.jpg,pe,tee,rec,fee,pf,ipa,rb,de,pr,qc,shopping,ebe
COCO_train2014_000000149961.jpg,nsi,19,s,rsi,psi,1957,69,asl,6,g,umbrella,ne
COCO_train2014_000000150126.jpg,r,p,rp,pp,iq,ri,pry,xp,n,rn,indian,p
COCO_train2014_000000150559.jpg,isiah,islet,slavery,issuers,bayeux,disused,skycap,insurgent,isuzu,listeria,bicycle-built-for-two,sweat
COCO_train2014_000000150641.jpg,plait,plate,putt,putz,purr,plats,plato,plath,pulp,platy,moving,plate
COCO_train2014_000000150646.jpg,q,0,iq,rp,c,r,p,ra,io,a,beer,pabst
COCO_train2014_000000151211.jpg,spelled,geld,sell,speller,cycled,spiel,swelled,eyelet,shelley,sweller,minivan,shelley
COCO_train2014_000000151264.jpg,rose,hose,toss,jose,kiosk,nose,lose,fuse,hosp,tease,bullet,kose
COCO_train2014_000000151499.jpg,via,ixia,zula,lula,lydia,vila,iva,usia,julia,ya,trolleybus,1714
COCO_train2014_000000151534.jpg,il,ii,11,iii,it,t,ill,111,vi,ll,warplane,77
COCO_train2014_000000151594.jpg,capital,cordial,carnival,cardinal,cambial,central,curtail,convivial,committal,carnal,trench,capital
COCO_train2014_000000151979.jpg,sump,gsma,hemp,asap,gawp,ump,sm,bump,usmc,using,racket,bnp
COCO_train2014_000000152286.jpg,q,xci,9,ed,kl,cz,iq,kg,lcd,cl,baseball,eas
COCO_train2014_000000152436.jpg,loosen,sosa,boer,coca,ogden,egoism,goosed,keogh,chosen,loci,street,coach
COCO_train2014_000000152650.jpg,naked,noshes,wakes,yokes,risked,noshers,risings,neatness,visitors,mashers,electric,michael
COCO_train2014_000000152844.jpg,pi,1,dj,31,22,di,j,oj,z,911,parachute,21
COCO_train2014_000000153159.jpg,pam,ram,pan,yam,tam,nam,ran,cam,pain,jam,unicycle,pam
COCO_train2014_000000153394.jpg,twins,ruins,plus,tuns,violins,yuks,mullins,plums,yums,illus,football,trojans
COCO_train2014_000000153495.jpg,7,1,j,122,vi,z,w,4,xl,ul,moped,jamba
COCO_train2014_000000153620.jpg,ah,fake,ail,ak,a12,razz,a11,alt,air,fast,television,par
COCO_train2014_000000153749.jpg,scans,sam,saw,scams,seating,scaring,scrim,scam,satin,scrims,tench,scamp
COCO_train2014_000000154002.jpg,phis,phila,pixie,phil,pints,phys,pinto,phx,pho,phd,sliding,phils
COCO_train2014_000000154124.jpg,a,rsv,psi,psst,usb,cst,usu,isl,fl,asu,ballplayer,33
COCO_train2014_000000154259.jpg,2008,zoos,boost,705,loos,2009,goods,905,dos,loon,pickup,2005
COCO_train2014_000000154289.jpg,ls,is,15,lg,ilks,19,zs,13,hs,us,street,st
COCO_train2014_000000154373.jpg,vg,rf,ry,kg,xes,1229,r,rs,vi,pg,ski,unlimited
COCO_train2014_000000154462.jpg,tc,2c,sc,rc,r,lc,36,ac,k,xe,oxygen,c
COCO_train2014_000000154704.jpg,wk,ix,rx,junk,tx,bx,mk,yuk,uk,px,mashed,upward
COCO_train2014_000000154801.jpg,slices,sires,sizes,sics,shoes,sixes,sliced,slicer,sites,dices,plate,slices
COCO_train2014_000000154879.jpg,yegg,jeez,jess,rei,ress,a,xes,peso,es,qed,traffic,133
COCO_train2014_000000154885.jpg,vile,while,vale,wile,voile,willie,yule,virile,wylie,vitalize,traffic,ville
COCO_train2014_000000155108.jpg,xii,xl,xi,xiii,xv,skill,dell,ail,lxii,xxiii,wall,xii
COCO_train2014_000000155302.jpg,gaping,sadist,caplet,cajoled,cardiff,cardies,ady,cagney,cadres,capulet,moped,ga
COCO_train2014_000000155386.jpg,gofer,toefl,joel,spacey,cocci,joey,yokel,vocal,roget,spacer,trolleybus,street
COCO_train2014_000000155470.jpg,care,clare,carp,cure,carr,cars,caro,pare,cafe,cake,racket,care
COCO_train2014_000000155588.jpg,textiles,refiles,ferries,tittles,reviles,terrifies,yearlies,reptiles,ferules,kettles,golfcart,textles
COCO_train2014_000000155645.jpg,kt,bi,kl,iq,li,g,b,hi,lei,ky,umbrella,b
COCO_train2014_000000155864.jpg,stadium,stadiums,tedium,stabling,sodium,stradivari,steadying,scandium,radium,straightway,ballplayer,stadium
COCO_train2014_000000156084.jpg,extra,caxton,foxtrot,electra,tactful,chitra,bactria,tantra,yatra,faction,umbrella,extra
COCO_train2014_000000156461.jpg,sj,5,9,s,61,by,g,33,59,31,passenger,52
COCO_train2014_000000156812.jpg,outdoor,gumboot,quaoar,gumdrop,cuspidor,outlook,outrider,windsor,dunbar,humidor,street,outdoor
COCO_train2014_000000156878.jpg,easel,fail,fart,passel,rasps,carpi,earl,faff,cased,grasped,airliner,prsp
COCO_train2014_000000157181.jpg,noe,note,none,move,nave,mots,nor,more,doc,rove,stupa,please
COCO_train2014_000000157215.jpg,rejoin,reedit,refold,neon,redo,reds,redid,frigidity,rejig,rena,trolleybus,regio
COCO_train2014_000000157295.jpg,yankees,seamless,sambas,yankee,wankers,aimless,demises,gormless,stainless,snakes,pickup,yankee
COCO_train2014_000000157301.jpg,mn,ma,m,ni,rh,114,na,rn,nix,via,airliner,luke
COCO_train2014_000000157700.jpg,fishtail,tibial,filial,fishiest,fiscal,thai,fistful,fished,fishily,friskiest,mouse,fishtail
COCO_train2014_000000157926.jpg,ci,gi,cl,cr,q,o,a,ca,g,0,dock,c4
COCO_train2014_000000158051.jpg,lvn,livia,irvin,levin,hun,twin,inn,limn,irwin,ilium,carton,livin
COCO_train2014_000000158105.jpg,cai,gas,oas,cos,ca,cbs,coals,c13,cab,ck,shoe,cas
COCO_train2014_000000158787.jpg,teamed,pleasantest,steamiest,tienanmen,testament,insanest,reconnect,creamery,lebanese,teared,jinrikisha,tefanel
COCO_train2014_000000159175.jpg,tens,teems,hems,zens,items,rems,fens,kens,pens,liens,streetcar,gems
COCO_train2014_000000159376.jpg,ice,ge,ce,rae,pe,te,joe,tee,rf,xe,garbage,ce
COCO_train2014_000000159715.jpg,cigarillo,glissando,cyrano,merino,blammo,eugenio,pistachio,pyramid,alvarado,dynamo,breastplate,rjsparmio
COCO_train2014_000000159729.jpg,rainier,rabidness,rashness,rainiest,rawness,raciness,raffish,rashest,rankness,paltriest,mailbag,melo
COCO_train2014_000000159929.jpg,lb,13,75,l,vb,b,jib,nb,tb,db,racket,b
COCO_train2014_000000160660.jpg,da,oz,dd,db,na,dz,oe,os,maj,obj,electric,db
COCO_train2014_000000160910.jpg,mosul,mogul,resow,mosque,dsw,usu,oxbow,asu,crosscut,msw,tow,rescue
COCO_train2014_000000160931.jpg,aston,piston,diaspora,passport,rayon,psych,p6100,insipid,napa,papa,ballplayer,boston
COCO_train2014_000000160970.jpg,nj,ni,m,n,q,w,99,oj,al,gi,mountain,37
COCO_train2014_000000161228.jpg,alvin,atria,avila,apia,attn,anna,arjuna,awn,arm,affix,lighter,austin
COCO_train2014_000000161349.jpg,korean,homesick,hotcake,kopecks,inorganic,hotfoots,horsier,horacio,harbour,loreaux,washbasin,horrgakx
COCO_train2014_000000161510.jpg,winking,dunkin,wkly,xxxiv,junking,yukky,whim,linkup,wuhan,unfix,bakery,dunkin
COCO_train2014_000000161738.jpg,sen,439,xi,360,bey,seq,527,sec,nev,557,triumphal,mockby
COCO_train2014_000000161823.jpg,g,8,9,6,3,s,c,e,b,5,dishwasher,153
COCO_train2014_000000162414.jpg,wisc,mdse,mp65,tribes,index,mba,tries,nbc,nbs,tribe,washbasin,trogo
COCO_train2014_000000162768.jpg,parenthood,reminisce,pantheon,eventfulness,rankled,pentathlon,mantillas,fertilizer,heartthrob,deathbed,street,pompidou
COCO_train2014_000000162908.jpg,rb,nb,re,ne,me,ma,he,xe,ra,na,trolleybus,178
COCO_train2014_000000163011.jpg,null,algal,natl,nail,abri,advil,quill,hurl,anti,quid,moped,riders
COCO_train2014_000000163054.jpg,slue,blue,sloe,jejune,issue,laue,isolde,glue,hue,slur,warplane,blue
COCO_train2014_000000163297.jpg,paw,prow,pow,yow,raw,scow,now,row,yaw,norw,candle,d
COCO_train2014_000000163350.jpg,artery,ankeny,view,ardent,knew,anteing,orient,larceny,thew,jittery,racket,treal
COCO_train2014_000000163498.jpg,5,es,e,a,ea,la,8,r,b,ba,streetcar,buses
COCO_train2014_000000163723.jpg,36,88,be,83,89,bb,33,bs,de,26,airliner,86
COCO_train2014_000000163823.jpg,pro,prc,fro,pto,pm,pta,po,bro,pho,prig,acoustic,pro
COCO_train2014_000000164044.jpg,dressy,tipsy,bossy,posy,leggy,peggy,iffy,orgy,1957,classy,trolleybus,classic
COCO_train2014_000000164066.jpg,cuisinart,pushcart,outsmart,dustcart,jubilant,unsnarl,custard,tishri,calamari,gustatory,waffle,cuisinart
COCO_train2014_000000164205.jpg,oz,222,oe,oil,dz,527,1026,nz,ode,od,wing,22
COCO_train2014_000000164222.jpg,fell,especially,felt,respectable,specially,respectfully,leek,fl,vegetable,repeals,wing,tf
COCO_train2014_000000164286.jpg,1600,iso,issac,1620,zesco,llano,180,lifo,disco,800,bakery,25
COCO_train2014_000000164772.jpg,steads,steals,stools,cybele,stymie,silicosis,setback,sizable,arcade,stead,toyshop,stitch
COCO_train2014_000000164871.jpg,presumable,presumably,greenbacks,dreadnought,orotundity,oldsmobile,greenbelt,circumcised,gamesmanship,observable,bullet,oresundstac
COCO_train2014_000000165071.jpg,mvp,anzu,maze,frizz,hazy,prize,nazi,fuzzy,linty,dozy,motor,laz
COCO_train2014_000000165550.jpg,1,n,7,l,il,i,z,ri,al,2,windsor,7
COCO_train2014_000000165820.jpg,om,qm,orr,ono,ow,on,pm,own,ora,one,ballplayer,om
COCO_train2014_000000165893.jpg,restyling,tsin,televising,trevino,tatum,tum,ileum,trivium,twin,insulin,fireboat,canidae
COCO_train2014_000000166018.jpg,reconsecrate,formerly,iconography,transcript,loganberries,prominently,doomsayer,imponderable,isomorphic,tomcats,refrigerator,pioneer
COCO_train2014_000000166230.jpg,toys,love,ing,rv,mw,iou,ry,trug,hove,my,shoe,home
COCO_train2014_000000166275.jpg,val,vial,veil,vat,vez,wail,vigil,url,vax,veal,banana,val
COCO_train2014_000000166556.jpg,2076,2gb,1946,29th,zens,zeus,dub,job,jots,lib,killer,2013
COCO_train2014_000000166699.jpg,toledo,nevada,idol,nozzle,royals,wotcha,wovoka,wop,colloid,stoically,ping-pong,lexus
COCO_train2014_000000166903.jpg,stop,atop,kipp,igor,satori,slop,sop,before,shop,layoff,shopping,stop
COCO_train2014_000000166997.jpg,w,n,in,rv,h,tv,xv,a,jv,ty,mountain,n
COCO_train2014_000000167169.jpg,eh,bk,elk,pk,ph,ck,ak,34,sk,ah,soccer,sh
COCO_train2014_000000167348.jpg,12,2,22,52,9,d,jd,19,yd,asl,tennis,open
COCO_train2014_000000167506.jpg,valley,wiley,volley,talley,vilify,nullify,willy,pulley,wallet,malley,barbershop,valley
COCO_train2014_000000167746.jpg,aquanaut,squarely,admirable,monarchic,huarache,adorable,arbitrageur,remarque,aquanauts,aristarchus,bullet,aguarague
COCO_train2014_000000167748.jpg,2011,joni,dow,2010,qom,zone,doll,done,pone,dmz,american,2012
COCO_train2014_000000167892.jpg,soul,bowl,boru,bill,ball,bell,311,soil,oil,511,electric,66221
COCO_train2014_000000168076.jpg,g,8,bi,j,s,y,31,5,li,br,mouse,shift 
COCO_train2014_000000168194.jpg,live,lime,lints,lute,levee,inf,love,laze,lave,laue,barbershop,live
COCO_train2014_000000168331.jpg,13,2,28,33,lb,83,3,8,25,tb,space,13
COCO_train2014_000000168482.jpg,zn,ln,tn,sn,jr,lin,gm,in,un,sin,waffle,rn
COCO_train2014_000000168758.jpg,toga,1668,icon,yoda,elodea,tonga,loon,epoch,yoga,leona,electric,16064
COCO_train2014_000000169026.jpg,praia,prang,fiona,piano,pram,prada,prong,drama,pena,prom,streetcar,prana
COCO_train2014_000000169321.jpg,52,22,31,2,bl,12,9,30,61,il,wreck,32
COCO_train2014_000000169510.jpg,tit,gut,nik,tiki,gk,sink,girt,fink,ink,gilt,banana,suki
COCO_train2014_000000169573.jpg,reassurance,coinsurance,gossiping,instyle,ghostwrite,passivize,ionosphere,breastplate,gossiper,crosspiece,grocery,crest 
COCO_train2014_000000170193.jpg,clog,bios,rios,gigs,aloe,bids,glob,aids,elide,pips,pretzel,105
COCO_train2014_000000170291.jpg,1668,these,jesse,issac,geese,ukase,lease,tease,hesse,jocose,passenger,158836
COCO_train2014_000000170432.jpg,jet,let,ilet,14,lat,tet,nat,1st,lei,vat,motor,ibt
COCO_train2014_000000170525.jpg,ad,az,22,34,aa,al,ag,a,ai,sq,lab,32
COCO_train2014_000000170562.jpg,facts,faffs,payers,taxers,pacts,fazes,pages,tasty,payees,fayest,motor,police
COCO_train2014_000000171499.jpg,american,ecumenicism,hammerhead,murchison,dementedly,numerical,alimentary,luncheon,hammerheads,baluchistan,airliner,american
COCO_train2014_000000171607.jpg,e,f,c,6,8,b,g,is,ie,4,racket,e
COCO_train2014_000000171737.jpg,hahn,casual,flashed,ensued,cashed,bashed,fanned,fessed,flushed,rammed,racket,3
COCO_train2014_000000171997.jpg,a,ia,d,io,sa,id,o,0,h,5,ballplayer,@
COCO_train2014_000000172151.jpg,midnight,midweek,millwright,khomeini,moonlight,mohair,mcknight,minnelli,midyear,minotaur,street,midnight
COCO_train2014_000000172160.jpg,sj,si,59,sr,53,52,s,ss,54,sa,moving,n
COCO_train2014_000000173163.jpg,glob,oboe,glade,cede,32803,,,,,,streetcar,9292
COCO_train2014_000000173365.jpg,blackwell,undersell,olduvai,sidewall,disloyal,diddlysquat,boswell,uncivil,alpheratz,stonewall,printer,royal
COCO_train2014_000000173611.jpg,darwin,uranium,vacuum,valium,joaquin,gatun,labium,jaclyn,untruth,jaipur,cornet,davidson
COCO_train2014_000000173759.jpg,dubrovnik,outsmarts,pyramid,ottoman,paganini,gargantua,patronymic,portsmouth,warmth,pictograph,motor,perfumeria
COCO_train2014_000000173798.jpg,sightseeing,sightseers,schussing,showcasing,disinfecting,deliquescing,rightsizing,slathering,sloganeering,dismissing,fire,sightseeing
COCO_train2014_000000174282.jpg,whetstone,watchstrap,milestone,watersheds,waterside,waterborne,wheatstone,watchstraps,masterstroke,malaysians,bell,waterstone
COCO_train2014_000000174410.jpg,36,20,26,jo,io,10,30,fa,5a,jd,boathouse,o
COCO_train2014_000000174462.jpg,icily,lolly,bolts,coils,lobs,colic,lolls,colts,cobs,ictus,triumphal,loans
COCO_train2014_000000174627.jpg,lag,lay,4,ct,er,rag,lap,lg,leg,et,ballplayer,22
COCO_train2014_000000174794.jpg,me,mel,ne,mb,mci,ma,mia,mes,met,mc,grocery,mea
COCO_train2014_000000174896.jpg,3,a,s,8,5,is,r,e,k,h,plate,vittel
COCO_train2014_000000174909.jpg,ivs,wis,avis,rvs,luis,ms,cvs,swiss,evils,1715,trolleybus,wis
COCO_train2014_000000174911.jpg,abbot,subset,lbj,subsist,subdue,aussie,ibex,1957,lbs,subside,moped,1659
COCO_train2014_000000174952.jpg,eugenicists,idiosyncrasies,tabernacles,mizzenmasts,encompasses,underpasses,governesses,pharmacists,bluenoses,gamesmanship,ashcan,s
COCO_train2014_000000175546.jpg,one,once,omb,ono,opines,ones,owe,oars,orange,oms,hair,ethos
COCO_train2014_000000175608.jpg,devin,delia,delta,deign,ditto,,,,,,airliner,delta
COCO_train2014_000000175669.jpg,scours,secure,essaying,sequins,rescuing,begums,scows,resoling,issuing,seguing,racket,secure
COCO_train2014_000000175751.jpg,steven,soever,skiver,seven,spewer,eleven,shaven,server,issuer,signer,traffic,steven
COCO_train2014_000000175912.jpg,therapeutic,tranquil,harbour,thorough,hangul,tadpole,tearful,reoccur,knoxville,macaque,racket,ita
COCO_train2014_000000176084.jpg,inn,mr,mn,m,im,imp,cmr,gnp,hr,inf,rifle,new
COCO_train2014_000000176440.jpg,yes,ives,eyes,ties,vies,pies,tiers,ices,yves,tres,tricycle,8
COCO_train2014_000000176442.jpg,il,l,ill,ii,z,m,ll,14,lu,111,moving,u
COCO_train2014_000000176587.jpg,gnp,im,2nd,jove,rm,212,pm,song,in,zit,restaurant,exit
COCO_train2014_000000176728.jpg,winery,twiners,twinged,when,wined,diviners,mutineers,millinery,humeri,hymen,analog,winery
COCO_train2014_000000176765.jpg,spool,good,food,stood,sod,snood,ipod,foods,seconal,god,streetcar,good
COCO_train2014_000000176943.jpg,viscid,vibrato,veda,niccolo,whole,virgin,gigolo,vienna,wheedled,nicola,solar,vicolo
COCO_train2014_000000177023.jpg,pacific,gaelic,paglia,pacino,spackle,poetic,reactive,practice,pastille,prolific,warplane,pacific
COCO_train2014_000000177255.jpg,kline,kine,hetero,kike,astaire,lilac,kiting,kipp,lazaro,attire,wing,kitaro
COCO_train2014_000000177922.jpg,12,2,14,17,id,iq,il,jd,z,e,passenger,2
COCO_train2014_000000178020.jpg,call,gall,cell,pall,grill,cull,exalt,frill,cozily,gull,snorkel,oraill
COCO_train2014_000000178337.jpg,b,k,a,e,is,r,ia,ex,es,et,tricycle,itm
COCO_train2014_000000178491.jpg,psychoanalytical,phenomenological,psychoanalysis,spreadeagled,congregationalists,sacrosanctness,anticommunism,superconductor,depersonalized,companionable,bullet,superlinger
COCO_train2014_000000178682.jpg,brian,bran,bruin,orlon,briana,bridal,bryan,enjoin,brim,britain,miniskirt,brian
COCO_train2014_000000178749.jpg,yours,roars,sours,youth,lolita,iowa,loire,violates,douro,toddies,crutch,250
COCO_train2014_000000179753.jpg,rp,ra,td,nd,go,vd,co,m,yd,na,warplane,lo
COCO_train2014_000000179839.jpg,nibelung,misbehave,majestically,wheelchair,musicianly,winterizing,muscularly,wirehair,magellanic,mulching,plate,uiksilaw
COCO_train2014_000000180119.jpg,arce,icc,docs,ace,dace,acct,piece,acre,doge,deice,cash,acce
COCO_train2014_000000180220.jpg,l,t,i,11,is,b,f,il,ii,d,freight,5
COCO_train2014_000000180470.jpg,fda,pdq,fdr,pox,jon,pan,ron,span,yon,rda,umbrella,puma
COCO_train2014_000000180613.jpg,windswept,guinevere,advisement,punishment,amusingly,outsource,answer,musher,adjustment,amusement,canoe,quiksilver
COCO_train2014_000000181047.jpg,ani,am,ainu,aim,airy,bm,ar7,sm,av,ara,plate,eni
COCO_train2014_000000181064.jpg,nm,am,um,ana,im,nina,ara,in,sm,pm,passenger,am
COCO_train2014_000000181149.jpg,mooed,imhotep,knocked,mocks,moses,knocks,mooted,andorra,innocence,moots,obelisk,moctez
COCO_train2014_000000182782.jpg,lb,ales,des,a133,afa,dies,ala,le,abs,albs,space,46
COCO_train2014_000000182860.jpg,ken,key,keen,kiev,keri,iced,xciv,keg,kow,kay,monitor,key
COCO_train2014_000000182974.jpg,see,sec,set,gee,sea,seq,sex,sse,self,sac,four-poster,see
COCO_train2014_000000183068.jpg,rock,rook,rick,koch,pock,cock,rogue,roger,foch,rosie,mountain,rock
COCO_train2014_000000183151.jpg,vii,nba,van,voa,via,vga,veg,nun,vp,nag,traffic,adv
COCO_train2014_000000183202.jpg,bsa,iga,sea,ya,rssa,ipa,ga,usa,kapgan,vespasian,bernese,yesto
COCO_train2014_000000183212.jpg,geo,ivied,no,go,0,loco,gaea,60,joyed,yo,pizza,max
COCO_train2014_000000183233.jpg,way,why,may,wily,winy,wy,wry,wag,inlay,unsay,street,way
COCO_train2014_000000183401.jpg,photography,paleography,oversupply,hagiography,physiography,biography,bibliography,pictograph,photograph,noteworthy,soccer,photography
COCO_train2014_000000183602.jpg,a,ray,rap,ran,0,d,rah,rag,taj,tai,minibus,40
COCO_train2014_000000183771.jpg,hamburgs,hamburger,mandingo,manicured,hamburg,immured,hamhung,humbugged,hankered,handiness,cash,hamburgo
COCO_train2014_000000184123.jpg,ieee,epee,fee,locke,bee,face,pee,pge,beef,exec,streetcar,pace
COCO_train2014_000000184176.jpg,adding,adana,adam,adams,adage,adan,adas,adored,aiding,added,pencil,adam
COCO_train2014_000000184204.jpg,stop,stol,step,strop,atop,slop,star,tip,shop,stoop,traffic,stop
COCO_train2014_000000184389.jpg,b,jp,h,f,e,k,jr,lbj,ir,t,ballplayer,a
COCO_train2014_000000184431.jpg,vg,4x4,liq,us,k,lg,jg,lxi,uzi,des,breakwater,7
COCO_train2014_000000184697.jpg,potholder,renounce,poundage,conduct,denounce,proudhon,confidingly,condillac,groundhogs,formulator,soccer,photostock
COCO_train2014_000000184835.jpg,em,ell,eli,eu,cm,en,eh,cul,evil,cai,lab,exit
COCO_train2014_000000184858.jpg,hoosegow,foreperson,josephson,houseroom,progression,repossession,roberson,laocoon,horsewoman,unperson,racket,rogers
COCO_train2014_000000184884.jpg,pharmacy,pharmacist,charmingly,flagrancy,phonology,mammy,charmed,pharaoh,phrenology,marmot,traffic,pharmacy
COCO_train2014_000000185291.jpg,jinni,ymmv,jimmy,jammy,wnw,sinning,stinting,inn,timing,stoning,ox,tnw
COCO_train2014_000000185623.jpg,dr,ida,di,ion,fdr,jpn,jax,ldc,ddt,lox,hotdog,dr
COCO_train2014_000000186109.jpg,ll,e,2,z,7,4,bl,a,le,r,rugby,2
COCO_train2014_000000186112.jpg,oak,peak,scab,opals,pah,osceola,orals,dab,yeah,oceania,irish,ocala
COCO_train2014_000000186171.jpg,bassists,cabals,nasals,chassis,passels,hassle,chablis,bassets,subsists,coasts,warplane,433915
COCO_train2014_000000186338.jpg,doomed,drowned,groomed,disowned,woodward,pronounced,groomers,mcdonnell,vacuumed,probings,unicycle,woodwakc
COCO_train2014_000000186410.jpg,is,ass,rs,ns,ts,piss,uss,gs,css,s,electric,155
COCO_train2014_000000186508.jpg,pacheco,nabisco,ramrod,tattoo,marlboro,vallejo,tempo,halloo,karroo,hairdo,airliner,express
COCO_train2014_000000186883.jpg,1957,psst,83,21st,past,bs,vase,ag,case,nags,toyshop,66
COCO_train2014_000000186906.jpg,908,222,ode,pge,doa,gsa,boa,ops,ox,236,minibus,825
COCO_train2014_000000186944.jpg,photography,radiography,autobiography,physiography,cryptography,telephotography,photograph,bibliography,radiotelegraphy,choreography,motor,photography
COCO_train2014_000000187230.jpg,kissed,rinsed,eliseo,existed,wised,busied,relished,rigid,atishoo,reissued,indian,finished
COCO_train2014_000000187473.jpg,unlit,hilt,mit,hit,milt,lilt,halt,knit,unit,inhibit,garbage,hit
COCO_train2014_000000187675.jpg,b,il,e,a,ll,l,d,t,75,bb,traffic,bicycles
COCO_train2014_000000187732.jpg,19,14,aa,na,iq,hq,12,10,ha,ag,tow,f
COCO_train2014_000000187801.jpg,will,nil,twill,mill,twilit,swill,quill,ml,villi,lull,trolleybus,will
COCO_train2014_000000187823.jpg,ear,car,carr,ent,can,err,eat,ceder,gar,cnn,coffee,cafe
COCO_train2014_000000187846.jpg,bland,blare,bung,busing,blame,blag,blimp,bulging,bilking,duane,alp,blanc
COCO_train2014_000000187978.jpg,smarties,enormities,gnarlier,granitic,smartness,amortizes,gantries,enmities,smuttier,smarting,horse,grandview
COCO_train2014_000000188037.jpg,asp,180,usp,ago,360,9,uso,xp,casio,lap,moped,4520
COCO_train2014_000000188137.jpg,by,dy,lay,dj,bs,uv,bi,bx,1957,ny,rugby,by
COCO_train2014_000000188329.jpg,unmixed,spammed,armlets,armatures,ambles,normalized,gamines,admixed,wrinkliest,armistices,barbershop,one
COCO_train2014_000000188352.jpg,natty,wistful,warily,neatly,wetly,waltz,with,vain,martin,washtub,refrigerator,natur
